ID	Gene Name	Sample_A_1	Sample_A_2	Sample_A_3	Sample_A_4	Sample_A_Mean	Sample_B_1	Sample_B_2	Sample_B_3	Sample_B_4	Sample_B_Mean	log2FC	DEG	t-test p value	transcript	ensembl_id	entrez_id	symbol	biotype_ensembl	description	alias
314	RORC	0.01942025	0.02105405	0.02144714	0.02000623	0.020481918	0.0251813	0.02607262	0.02591403	0.02749473	0.02616567	-0.353324416	NonDE	0.000149269	NM_005060	ENSG00000143365	6097	RORC	protein_coding	RAR related orphan receptor C	RZRG,RORG,NR1F3,TOR|-|RZRG, RORG, NR1F3, TOR|IMD42,NR1F3,RORG,RZR-GAMMA,RZRG,TOR|RORC|IMD42,NR1F3,RORG,RZR-GAMMA,RZRG,TOR
315	TNFRSF8	0.02166268	0.02171669	0.02138055	0.02513251	0.022473108	0.00118238	0.00102299	0.00069427	0.00072737	0.000906753	4.631347001	Upregulate	0.000124349	NM_152942	ENSG00000120949	943	TNFRSF8	protein_coding	TNF receptor superfamily member 8	CD30,KI-1D1S166E,KI-1|CD30, D1S166E|KI-1|CD30,D1S166E,Ki-1|TNFRSF8|CD30,D1S166E,Ki-1
317	TFRC	1.04619054	1.04298973	0.94699129	1.02504353	1.015303773	0.20683306	0.19958989	0.20335003	0.21557587	0.206337213	2.2988355	Upregulate	0.0000383	NM_003234	ENSG00000072274	7037	TFRC	protein_coding	transferrin receptor	CD71,TFR1,p90|-|CD71, TFR1, p90|CD71,IMD46,T9,TFR,TFR1,TR,TRFR,p90|TFRC|CD71,IMD46,p90,T9,TFR,TFR1,TR,TRFR
318	SCAP1	0.02001118	0.01914872	0.01849857	0.01873454	0.019098253	0.00148617	0.00147482	0.00137578	0.00123427	0.00139276	3.777422057	Upregulate	0.00000874	NM_003726	ENSG00000141293	8631	SKAP1	protein_coding	src kinase associated phosphoprotein 1	SCAP1,SKAP55|SCAP1|SKAP55|HEL-S-81p,SCAP1,SKAP55|SKAP1|HEL-S-81p,SCAP1,SKAP55
319	SRPK1	0.61671882	0.61580967	0.63698545	0.62123835	0.622688073	0.20651155	0.21794674	0.21386785	0.20296043	0.210321643	1.565912331	Upregulate	6.25E-10	NM_003137	ENSG00000096063	6732	SRPK1	protein_coding	SRSF protein kinase 1	SFRSK1|-|SFRSK1|SFRSK1|SRPK1|SFRSK1
320	TK1	1.14747081	1.22894357	1.15782255	1.20295313	1.184297515	0.01644639	0.01527978	0.01552956	0.01430299	0.01538968	6.265924511	Upregulate	0.00000959	NM_003258	ENSG00000167900	7083	TK1	protein_coding	thymidine kinase 1	-|-|-|TK2|TK1|TK2
321	TJP2	0.18851279	0.19351393	0.1932186	0.19003958	0.191321225	0.4044268	0.41253473	0.40897763	0.40942812	0.40884182	-1.095545842	Downregulate	5.01E-11	NM_201629	ENSG00000119139	9414	TJP2	protein_coding	tight junction protein 2	DFNA51,ZO-2DFNA51,X104DFNA51,ZO2|DFNA51|ZO-2, X104, ZO2|C9DUPq21.11,DFNA51,DUP9q21.11,FHCA1,PFIC4,X104,ZO2|TJP2|C9DUPq21.11,DFNA51,DUP9q21.11,FHCA1,PFIC4,X104,ZO2
322	TIE1	0.02129372	0.02197486	0.02191894	0.02180647	0.021748498	0.06418707	0.06609246	0.05994187	0.06562676	0.06396204	-1.556300217	Downregulate	0.0000679	NM_005424	ENSG00000066056	7075	TIE1	protein_coding	tyrosine kinase with immunoglobulin like and EGF like domains 1	TIE,JTK14|TIE|JTK14|JTK14,LMPHM11,TIE|TIE1|JTK14,LMPHM11,TIE
323	SHH	0.01614679	0.01645791	0.01387188	0.01370827	0.015046213	0.0185307	0.01771995	0.01874005	0.01900407	0.018498693	-0.298022933	NonDE	0.004431728	NM_000193	ENSG00000164690	6469	SHH	protein_coding	sonic hedgehog signaling molecule	HPE3,HHG1HLP3,HHG1HPE3,SMMCIHLP3,SMMCIHPE3,TPTHLP3,TPTHPE3,TPTPSHLP3,TPTPSHPE3,MCOPCB5HLP3,MCOPCB5|HPE3, HLP3|HHG1, SMMCI, TPT, TPTPS, MCOPCB5|HHG1,HLP3,HPE3,MCOPCB5,SMMCI,ShhNC,TPT,TPTPS|SHH|HHG1,HLP3,HPE3,MCOPCB5,ShhNC,SMMCI,TPT,TPTPS
324	TIAM1	0.16859656	0.17837293	0.1768549	0.17287457	0.17417474	3.04892955	3.12343131	3.07909712	3.04732394	3.07469548	-4.141836217	Downregulate	0.000000358	NM_003253	ENSG00000156299	7074	TIAM1	protein_coding	TIAM Rac1 associated GEF 1	-|-|-|NEDLDS,TIAM-1|TIAM1|TIAM-1
325	TPD52	0.26999389	0.28191598	0.28421386	0.27874286	0.278716648	0.49189694	0.48691495	0.49772666	0.54128809	0.50445666	-0.855931151	NonDE	0.00019618	NM_001025253	ENSG00000076554	7163	TPD52	protein_coding	tumor protein D52	D52,hD52,N8L|-|D52, hD52, N8L|D52,N8L,PC-1,PrLZ,hD52|TPD52|D52,hD52,N8L,PC-1,PrLZ
326	SRF	0.63708125	0.60277217	0.59695663	0.61190671	0.61217919	0.49001224	0.52359576	0.50096279	0.49203787	0.501652165	0.287266627	NonDE	0.0000811	NM_003131	ENSG00000112658	6722	SRF	protein_coding	serum response factor	MCM1|-|MCM1|MCM1|SRF|MCM1
327	TCOF1	0.7508643	0.76336777	0.76268673	0.76497814	0.760474235	0.27111914	0.27487954	0.2822222	0.26519275	0.273353408	1.47613201	Upregulate	6.30E-11	NM_001008656	ENSG00000070814	6949	TCOF1	protein_coding	treacle ribosome biogenesis factor 1	treacle,TCS|-|treacle, TCS|MFD1,TCS,TCS1,treacle|TCOF1|MFD1,TCS,TCS1,treacle
328	TAP1	0.43355865	0.43406712	0.45165899	0.45898373	0.444567123	0.33875514	0.32049921	0.32201863	0.32220058	0.32586839	0.448111845	NonDE	0.00000474	NM_000593	ENSG00000168394	6890	TAP1	protein_coding	transporter 1, ATP binding cassette subfamily B member	ABCB2,PSF1ABCB2,RING4ABCB2,D6S114E|ABCB2|PSF1, RING4, D6S114E|ABC17,ABCB2,APT1,D6S114E,PSF-1,PSF1,RING4,TAP1*0102N,TAP1N|TAP1|ABC17,ABCB2,APT1,D6S114E,PSF-1,PSF1,RING4,TAP1*0102N,TAP1N
330	USP5	0.51728637	0.4980497	0.50228392	0.50755199	0.506292995	0.5650309	0.57646226	0.61051994	0.60835422	0.59009183	-0.22096696	NonDE	0.000458631	NM_003481	ENSG00000111667	8078	USP5	protein_coding	ubiquitin specific peptidase 5	IsoT|-|IsoT|ISOT|USP5|ISOT
332	SNX4	0.74714471	0.72688387	0.74531886	0.76346807	0.745703878	0.7440426	0.76960007	0.73677594	0.74845241	0.749717755	-0.007744726	NonDE	0.709734391	NM_003794	ENSG00000114520	8723	SNX4	protein_coding	sorting nexin 4	ATG24B|-|ATG24B|ATG24B|SNX4|ATG24B
333	TNFSF14	0.00460233	0.00475369	0.00503761	0.00502656	0.004855048	0.00055061	0.00083836	0.00058259	0.00070268	0.00066856	2.860356464	Upregulate	4.77E-08	NM_003807	ENSG00000125735	8740	TNFSF14	protein_coding	TNF superfamily member 14	LIGHT,LTg,HVEM-L,CD258|-|LIGHT, LTg, HVEM-L, CD258|CD258,HVEML,LIGHT,LTg|TNFSF14|CD258,HVEML,LIGHT,LTg
334	SNAP23	0.49400766	0.51205548	0.50276746	0.50253477	0.502841343	0.16439213	0.15367803	0.16503402	0.16608507	0.162297313	1.631464159	Upregulate	4.57E-10	NM_130798	ENSG00000092531	8773	SNAP23	protein_coding	synaptosome associated protein 23	SNAP23A,SNAP23B,HsT17016|-|SNAP23A, SNAP23B, HsT17016|HsT17016,SNAP-23,SNAP23A,SNAP23B|SNAP23|HsT17016,SNAP-23,SNAP23A,SNAP23B
335	SGCE	0.16906711	0.17698679	0.17198404	0.17512175	0.173289923	0.19726295	0.19822259	0.19270648	0.18270722	0.19272481	-0.153354547	NonDE	0.002673884	NM_003919	ENSG00000127990	8910	SGCE	protein_coding	sarcoglycan epsilon	DYT11|DYT11|-|DYT11,ESG,epsilon-SG|SGCE|DYT11,epsilon-SG,ESG
336	SDHA	0.68220495	0.71455242	0.76287641	0.74417554	0.72595233	0.62834413	0.65214292	0.67247684	0.70697115	0.66498376	0.126555708	NonDE	0.045743746	NM_004168	ENSG00000073578	6389	SDHA	protein_coding	succinate dehydrogenase complex flavoprotein subunit A	SDH2,FPSDH2,SDHF|SDH2|FP, SDHF|CMD1GG,FP,MC2DN1,NDAXOA,PGL5,SDH1,SDH2,SDHF|SDHA|CMD1GG,FP,MC2DN1,NDAXOA,PGL5,SDH1,SDH2,SDHF
337	SNRPD3	1.23534163	1.18222545	1.22822785	1.24772291	1.22337946	0.72545216	0.74228431	0.78020057	0.75676088	0.75117448	0.703652004	NonDE	0.000000231	NM_004175	ENSG00000100028	6634	SNRPD3	protein_coding	small nuclear ribonucleoprotein D3 polypeptide	SMD3,Sm-D3|-|SMD3, Sm-D3|SMD3,Sm-D3|SNRPD3|Sm-D3,SMD3
338	TRIP13	1.15263473	1.20692359	1.22001846	1.2272254	1.201700545	0.00924579	0.00936194	0.01166408	0.01176245	0.010508565	6.837367946	Upregulate	0.00000608	NM_004237	ENSG00000071539	9319	TRIP13	protein_coding	thyroid hormone receptor interactor 13	16E1BP|-|16E1BP|16E1BP,MVA3,OOMD9|TRIP13|16E1BP,MVA3,OOMD9
339	TRFP	0.18540117	0.17524095	0.18253029	0.17890614	0.180519638	0.06856998	0.06340573	0.06112712	0.06272889	0.06395793	1.496960635	Upregulate	0.000000011	NM_004275	ENSG00000124641	9477	MED20	protein_coding	mediator complex subunit 20	TRFP,DKFZp586D2223TRFP,PRO0213TRFP,SRB2|TRFP|DKFZp586D2223, PRO0213, SRB2|PRO0213,SRB2,TRFP|MED20|PRO0213,SRB2,TRFP
340	TRAF4	0.5189818	0.53083297	0.49093355	0.50213479	0.510720778	0.10833082	0.10627195	0.12205801	0.10917452	0.111458825	2.196023903	Upregulate	1.25E-08	NM_145751	ENSG00000076604	9618	TRAF4	protein_coding	TNF receptor associated factor 4	CART1,MLN62,RNF83|-|CART1, MLN62, RNF83|CART1,MLN62,RNF83|TRAF4|CART1,MLN62,RNF83
341	SEPTIN2	2.77754315	2.83307881	2.94090874	2.91377043	2.866325283	2.20588996	2.29859484	2.27912036	2.33110102	2.278676545	0.331006191	NonDE	0.0000139	NM_001008491	ENSG00000168385	4735	SEPTIN2	protein_coding	septin 2	DIFF6,KIAA0158NEDD5,KIAA0158SEPT2,KIAA0158DIFF6,hNedd5NEDD5,hNedd5SEPT2,hNedd5DIFF6,Pnutl3NEDD5,Pnutl3SEPT2,Pnutl3|DIFF6, NEDD5, SEPT2|KIAA0158, hNedd5, Pnutl3|DIFF6,NEDD-5,NEDD5,Pnutl3,SEPT2,hNedd5|SEPTIN2|DIFF6,hNedd5,NEDD-5,NEDD5,Pnutl3,SEPT2
342	SFRS10	0.4356548	0.44090904	0.43843691	0.45337284	0.442093398	0.20214184	0.20194111	0.21159828	0.20340417	0.20477135	1.110337309	Upregulate	3.27E-09	NM_004593	ENSG00000136527	6434	TRA2B	protein_coding	transformer 2 beta homolog	SFRS10,Htra2-betaSFRS10,PPP1R156|SFRS10|Htra2-beta, PPP1R156|Htra2-beta,PPP1R156,SFRS10,SRFS10,TRA2-BETA,TRAN2B|TRA2B|Htra2-beta,PPP1R156,SFRS10,SRFS10,TRA2-BETA,TRAN2B
343	SPARCL1	0.10422082	0.10195803	0.10174722	0.10104649	0.10224314	26.32644223	27.55448414	26.33502188	26.34599813	26.6404866	-8.025472575	Downregulate	0.00000334	NM_004684	ENSG00000152583	8404	SPARCL1	protein_coding	SPARC like 1	MAST9|-|MAST9|MAST 9,MAST9,PIG33,SC1|SPARCL1|MAST 9,MAST9,PIG33,SC1
344	SYNGR1	0.53618781	0.51083926	0.54163221	0.535689	0.53108707	4.19554545	4.40950054	4.50205366	4.31304998	4.355037408	-3.0356648	Downregulate	0.00000923	NM_145731	ENSG00000100321	9145	SYNGR1	protein_coding	synaptogyrin 1	-|-|-|-|SYNGR1|
345	SFRS11	2.17930859	2.22344996	2.32106655	2.30109971	2.256231203	1.77330678	1.72462098	1.78096755	1.82445544	1.775837688	0.345415188	NonDE	0.0000174	NM_004768	ENSG00000116754	9295	SRSF11	protein_coding	serine and arginine rich splicing factor 11	SFRS11,p54SFRS11,NET2|SFRS11|p54, NET2|NET2,SFRS11,dJ677H15.2,p54|SRSF11|dJ677H15.2,NET2,p54,SFRS11
346	STOML1	0.09546372	0.09429952	0.09817617	0.09217522	0.095028658	0.44909009	0.44847123	0.43311645	0.43507559	0.44143834	-2.215777383	Downregulate	2.98E-10	NM_004809	ENSG00000067221	9399	STOML1	protein_coding	stomatin like 1	hUNC-24,SLP-1,STORP,FLJ36370|-|hUNC-24, SLP-1, STORP, FLJ36370|SLP-1,STORP,hUNC-24|STOML1|hUNC-24,SLP-1,STORP
347	SERPINI1	0.11142345	0.10361758	0.1065857	0.10918231	0.10770226	4.37910697	4.50554077	4.47751397	4.36791449	4.43251905	-5.363006403	Downregulate	0.00000107	NM_005025	ENSG00000163536	5274	SERPINI1	protein_coding	serpin family I member 1	PI12|PI12|-|HNS-S1,HNS-S2,PI12,neuroserpin|SERPINI1|HNS-S1,HNS-S2,neuroserpin,PI12
349	SFPQ	3.78516512	3.91035749	3.88955853	3.61879844	3.800969895	1.92728286	2.00086431	1.83575138	1.94351068	1.926852308	0.980121605	NonDE	0.000000268	NM_005066	ENSG00000116560	6421	SFPQ	protein_coding	splicing factor proline and glutamine rich	PSF,PPP1R140|-|PSF, PPP1R140|POMP100,PPP1R140,PSF|SFPQ|POMP100,PPP1R140,PSF
350	SLC1A6	0.01556103	0.01880302	0.01777006	0.01638794	0.017130513	0.92755861	0.89519947	0.92098804	0.86573473	0.902370213	-5.719079226	Downregulate	0.00000844	NM_005071	ENSG00000105143	6511	SLC1A6	protein_coding	solute carrier family 1 member 6	EAAT4|-|EAAT4|EAAT4|SLC1A6|EAAT4
352	SCO2	0.02405618	0.02430058	0.02294518	0.02378574	0.02377192	0.01774083	0.01653642	0.01710798	0.0169576	0.017085708	0.476468442	NonDE	0.00000239	NM_005138	ENSG00000284194	9997	SCO2	protein_coding	synthesis of cytochrome C oxidase 2	MYP6,SCO1L|MYP6|SCO1L|CEMCOX1,ECGF1,Gliostatin,MC4DN2,MYP6,PD-ECGF,SCO1L,TP,TYMP,TdRPase|SCO2|CEMCOX1,ECGF1,Gliostatin,MC4DN2,MYP6,PD-ECGF,SCO1L,TdRPase,TP,TYMP
353	THRB	0.07478059	0.0711417	0.06776359	0.07316064	0.07171163	0.57225735	0.6214786	0.58996898	0.58394249	0.591911855	-3.045103336	Downregulate	0.000013	NM_000461	ENSG00000151090	7068	THRB	protein_coding	thyroid hormone receptor beta	ERBA2,THRB1PRTH,THRB1ERBA2,THRB2PRTH,THRB2ERBA2,NR1A2PRTH,NR1A2ERBA2,THR1PRTH,THR1ERBA2,ERBA-BETAPRTH,ERBA-BETAERBA2,GRTHPRTH,GRTHERBA2,TRbetaPRTH,TRbetaERBA2,TRbPRTH,TRbERBA2,c-erbA-betaPRTH,c-erbA-betaERBA2,c-erbA-2PRTH,c-erbA-2ERBA2,THRbetaPRTH,THRbetaERBA2,TRbeta1PRTH,TRbeta1ERBA2,THRbeta1PRTH,THRbeta1ERBA2,Thrbeta2PRTH,Thrbeta2|ERBA2, PRTH|THRB1, THRB2, NR1A2, THR1, ERBA-BETA, GRTH, TRbeta, TRb, c-erbA-beta, c-erbA-2, THRbeta, TRbeta1, THRbeta1, Thrbeta2|C-ERBA-2,C-ERBA-BETA,ERBA2,GRTH,NR1A2,PRTH,THR1,THRB1,THRB2,THRbeta,THRbeta1,TRb,TRbeta,TRbeta1,Thrbeta2|THRB|C-ERBA-2,C-ERBA-BETA,ERBA2,GRTH,NR1A2,PRTH,THR1,THRB1,THRB2,TRbeta
354	STAT4	0.00482386	0.00374455	0.00472433	0.00542084	0.004678395	0.15175858	0.1484798	0.16094845	0.15586649	0.15426333	-5.043237674	Downregulate	0.00000967	NM_003151	ENSG00000138378	6775	STAT4	protein_coding	signal transducer and activator of transcription 4	-|-|-|SLEB11|STAT4|SLEB11
355	TFAP2C	0.22213546	0.23828551	0.24834215	0.24396258	0.238181425	0.00427133	0.00386635	0.00559439	0.00447325	0.00455133	5.709628902	Upregulate	0.0000305	NM_003222	ENSG00000087510	7022	TFAP2C	protein_coding	transcription factor AP-2 gamma	AP2-GAMMA,ERF1,TFAP2G,hAP-2g|-|AP2-GAMMA, ERF1, TFAP2G, hAP-2g|AP2-GAMMA,ERF1,TFAP2G,hAP-2g|TFAP2C|AP2-GAMMA,ERF1,hAP-2g,TFAP2G
356	RUNX1T1	0.00060662	0.00068661	0.00057224	0.00055118	0.000604163	0.10477674	0.10910619	0.11336779	0.10302784	0.10756964	-7.4761186	Downregulate	0.0000223	NM_175634	ENSG00000079102	862	RUNX1T1	protein_coding	RUNX1 partner transcriptional co-repressor 1	AML1T1,CDRCBFA2T1,CDRAML1T1,ETOCBFA2T1,ETOAML1T1,MTG8CBFA2T1,MTG8AML1T1,ZMYND2CBFA2T1,ZMYND2|AML1T1, CBFA2T1|CDR, ETO, MTG8, ZMYND2|AML1-MTG8,AML1T1,CBFA2T1,CDR,ETO,MTG8,ZMYND2|RUNX1T1|AML1-MTG8,AML1T1,CBFA2T1,CDR,ETO,MTG8,ZMYND2
357	TP73	0.03426534	0.03582424	0.03228352	0.03090847	0.033320393	0.02758145	0.02671008	0.02744955	0.03123209	0.028243293	0.238497113	NonDE	0.01409921	NM_005427	ENSG00000078900	7161	TP73	protein_coding	tumor protein p73	P73|-|P73|CILD47,P73|TP73|CILD47,P73
359	STAT5A	0.4614762	0.49171393	0.50580958	0.52040013	0.49484996	0.08631078	0.08882549	0.08897484	0.08597627	0.087521845	2.499276106	Upregulate	0.0000611	NM_003152	ENSG00000126561	6776	STAT5A	protein_coding	signal transducer and activator of transcription 5A	STAT5,MGF|STAT5|MGF|MGF,STAT5|STAT5A|MGF,STAT5
360	UGCG	0.29676904	0.28844198	0.2961938	0.28953218	0.29273425	0.25741053	0.24211708	0.26270414	0.24509149	0.25183081	0.217136752	NonDE	0.000266889	NM_003358	ENSG00000148154	7357	UGCG	protein_coding	UDP-glucose ceramide glucosyltransferase	GCS|-|GCS|GCS,GLCT1|UGCG|GCS,GLCT1
361	TPST2	0.0210736	0.02355988	0.02440877	0.02577947	0.02370543	0.01905491	0.02099958	0.02171389	0.0207505	0.02062972	0.200493323	NonDE	0.035489353	NM_001008566	ENSG00000128294	8459	TPST2	protein_coding	tyrosylprotein sulfotransferase 2	TANGO13B|-|TANGO13B|TANGO13B,TPST-2|TPST2|TANGO13B,TPST-2
362	SLC9A5	0.03983612	0.04187326	0.03964983	0.04108698	0.040611548	0.08499054	0.08652702	0.08451862	0.08742824	0.085866105	-1.080198749	Downregulate	3.09E-09	NM_004594	ENSG00000135740	6553	SLC9A5	protein_coding	solute carrier family 9 member A5	NHE5|-|NHE5|NHE5|SLC9A5|NHE5
364	SLC22A4	0.00619629	0.00629602	0.00762319	0.00835854	0.00711851	0.00324268	0.00313654	0.0040048	0.00399666	0.00359517	0.985515306	NonDE	0.000872382	NM_003059	ENSG00000197208	6583	SLC22A4	protein_coding	solute carrier family 22 member 4	DFNB60,OCTN1DFNB60,MGC34546|DFNB60|OCTN1, MGC34546|DFNB60,OCTN1|SLC22A4|DFNB60,OCTN1
365	THRSP	0.00845911	0.00830798	0.00786108	0.00849561	0.008280945	0.01569853	0.01819315	0.01840701	0.01583601	0.017033675	-1.04052241	Downregulate	0.000927289	NM_003251	ENSG00000151365	7069	THRSP	protein_coding	thyroid hormone responsive	LPGP1,SPOT14LPGP1,LpgpLPGP1,S14LPGP1,THRP|LPGP1|SPOT14, Lpgp, S14, THRP|LPGP1,Lpgp,S14,SPOT14,THRP|THRSP|Lpgp,LPGP1,S14,SPOT14,THRP
366	TJP1	0.18189874	0.1823298	0.18296809	0.18088364	0.182020068	0.17113626	0.1748054	0.17861811	0.1803133	0.176218268	0.046734027	NonDE	0.063053433	NM_175610	ENSG00000104067	7082	TJP1	protein_coding	tight junction protein 1	ZO-1,MGC133289,DKFZp686M05161|-|ZO-1, MGC133289, DKFZp686M05161|ZO-1|TJP1|ZO-1
369	ROM1	0.00606303	0.00433686	0.00522087	0.00531515	0.005233978	0.06717454	0.06560371	0.06872903	0.07086157	0.068092213	-3.701510183	Downregulate	2.89E-09	NM_000327	ENSG00000149489	6094	ROM1	protein_coding	retinal outer segment membrane protein 1	TSPAN23,ROM|-|TSPAN23, ROM|ROM,ROSP1,RP7,TSPAN23|ROM1|ROM,ROSP1,RP7,TSPAN23
371	SLC16A3	2.49238036	2.40023787	2.40406535	2.35185083	2.412133603	0.07734119	0.07973577	0.07940439	0.07792983	0.078602795	4.939585393	Upregulate	0.00000432	NM_004207	ENSG00000141526	9123	SLC16A3	protein_coding	solute carrier family 16 member 3	MCT3,MCT4|-|MCT3, MCT4|MCT 3,MCT 4,MCT-3,MCT-4,MCT3,MCT4|SLC16A3|MCT 3,MCT 4,MCT-3,MCT-4,MCT3,MCT4
372	S100A8	0.00228909	0.00229326	0.00293627	0.00290084	0.002604865	0.11365294	0.10141513	0.10529175	0.11173716	0.108024245	-5.374002732	Downregulate	0.0000404	NM_002964	ENSG00000143546	6279	S100A8	protein_coding	S100 calcium binding protein A8	CAGA,P8CFAG,P8CAGA,MRP8CFAG,MRP8CAGA,MRP-8CFAG,MRP-8CAGA,60B8AGCFAG,60B8AGCAGA,CGLACFAG,CGLACAGA,S100-A8CFAG,S100-A8|CAGA, CFAG|P8, MRP8, MRP-8, 60B8AG, CGLA, S100-A8|60B8AG,CAGA,CFAG,CGLA,CP-10,L1Ag,MA387,MIF,MRP8,NIF,P8,S100-A8|S100A8|60B8AG,CAGA,CFAG,CGLA,CP-10,L1Ag,MA387,MIF,MRP8,NIF,P8,S100-A8
373	SUCLG1	0.58882356	0.57416423	0.58139904	0.54955485	0.57348542	0.61092135	0.62188839	0.59761303	0.59532747	0.60643756	-0.080602302	NonDE	0.020359018	NM_003849	ENSG00000163541	8802	SUCLG1	protein_coding	succinate-CoA ligase GDP/ADP-forming subunit alpha	-|-|-|GALPHA,MTDPS9,SUCLA1|SUCLG1|GALPHA,MTDPS9,SUCLA1
374	TRA1	2.26672266	2.37865292	2.36053913	2.3150157	2.330232603	0.67540765	0.68972547	0.73668106	0.71784267	0.704914213	1.724954373	Upregulate	1.99E-09	NM_003299	ENSG00000166598	7184	HSP90B1	protein_coding	heat shock protein 90 beta family member 1	TRA1,GP96TRA1,GRP94|TRA1|GP96, GRP94|ECGP,GP96,GRP94,HEL-S-125m,HEL35,TRA1|HSP90B1|ECGP,GP96,GRP94,HEL-S-125m,HEL35,TRA1
375	TGFBR2	0.80435994	0.81984315	0.7841477	0.76935004	0.794425208	0.30136731	0.33969096	0.32908695	0.33951568	0.327415225	1.278789991	Upregulate	5.51E-08	NM_001024847	ENSG00000163513	7048	TGFBR2	protein_coding	transforming growth factor beta receptor 2	MFS2,TBRIIMFS2,TBR-ii|MFS2|TBRII, TBR-ii|AAT3,FAA3,LDS1B,LDS2,LDS2B,MFS2,RIIC,TAAD2,TBR-ii,TBRII,TGFR-2,TGFbeta-RII,tbetaR-II|TGFBR2|AAT3,FAA3,LDS1B,LDS2,LDS2B,MFS2,RIIC,TAAD2,TBR-ii,TBRII,TGFbeta-RII,TGFR-2
376	STAT6	0.36242011	0.37138903	0.37652426	0.38504155	0.373843738	0.12642073	0.14148441	0.14741364	0.14645145	0.140442558	1.412455192	Upregulate	0.00000004	NM_003153	ENSG00000166888	6778	STAT6	protein_coding	signal transducer and activator of transcription 6	D12S1644,IL-4-STAT|-|D12S1644, IL-4-STAT|D12S1644,IL-4-STAT,STAT6B,STAT6C|STAT6|D12S1644,IL-4-STAT,STAT6B,STAT6C
377	SRD5A1	0.30359652	0.31426146	0.31549651	0.30429382	0.309412078	0.30919027	0.31835539	0.33065012	0.29720021	0.313848998	-0.020541089	NonDE	0.588095463	NM_001047	ENSG00000145545	6715	SRD5A1	protein_coding	steroid 5 alpha-reductase 1	-|-|-|S5AR 1|SRD5A1|S5AR 1
378	TRPC1	0.12587649	0.11311083	0.1308673	0.12737786	0.12430812	0.64257825	0.63224818	0.62571473	0.64158452	0.63553142	-2.354042914	Downregulate	1.14E-10	NM_003304	ENSG00000144935	7220	TRPC1	protein_coding	transient receptor potential cation channel subfamily C member 1	HTRP-1|-|HTRP-1|HTRP-1,TRP1|TRPC1|HTRP-1,TRP1
379	TDG	0.64130892	0.61244869	0.64739882	0.65740434	0.639640193	0.19077623	0.18917314	0.19311826	0.1932723	0.191584983	1.739276116	Upregulate	0.0000186	NM_001008411	ENSG00000139372	6996	TDG	protein_coding	thymine DNA glycosylase	-|-|-|hTDG|TDG|hTDG
380	SFRS3	0.51408474	0.53875346	0.53157138	0.50113979	0.521387343	0.46292294	0.44705093	0.46781483	0.41215534	0.44748601	0.22051298	NonDE	0.002807601	NM_003017	ENSG00000112081	6428	SRSF3	protein_coding	serine and arginine rich splicing factor 3	SFRS3,SRp20|SFRS3|SRp20|SFRS3,SRp20|SRSF3|SFRS3,SRp20
381	TMSB4Y	0.00379928	0.0039193	0.00358063	0.00304579	0.00358625	0.01681071	0.01698911	0.01591854	0.01668121	0.016599893	-2.210625931	Downregulate	1.11E-08	NM_004202	ENSG00000154620	9087	TMSB4Y	protein_coding	thymosin beta 4 Y-linked	TB4Y|-|TB4Y|TB4Y|TMSB4Y|TB4Y
385	MYC	3.7248729	3.69436338	3.66019778	3.64959933	3.682258348	0.09418098	0.08799956	0.08720981	0.09295152	0.090585468	5.34516742	Upregulate	0.000000184	NM_002467	ENSG00000136997	4609	MYC	protein_coding	MYC proto-oncogene, bHLH transcription factor	c-Myc,bHLHe39,MYCC|-|c-Myc, bHLHe39, MYCC|MRTL,MYCC,bHLHe39,c-Myc|MYC|bHLHe39,c-Myc,MRTL,MYCC
386	RAD51	0.54601851	0.56563007	0.52316937	0.55961033	0.54860707	0.00700296	0.00742009	0.00715433	0.00649751	0.007018723	6.288420939	Upregulate	0.0000115	NM_133487	ENSG00000051180	5888	RAD51	protein_coding	RAD51 recombinase	RAD51A,HsRad51RECA,HsRad51RAD51A,HsT16930RECA,HsT16930RAD51A,BRCC5RECA,BRCC5RAD51A,FANCRRECA,FANCR|RAD51A, RECA|HsRad51, HsT16930, BRCC5, FANCR|BRCC5,FANCR,HRAD51,HsRad51,HsT16930,MRMV2,RAD51A,RECA|RAD51|BRCC5,FANCR,HRAD51,HsRad51,HsT16930,MRMV2,RAD51A,RECA
387	MDM4	0.37893171	0.39950298	0.38187391	0.40972557	0.392508543	0.25450968	0.24307711	0.24336296	0.26544737	0.25159928	0.641596259	NonDE	0.00000445	NM_002393	ENSG00000198625	4194	MDM4	protein_coding	MDM4 regulator of p53	MDMX,HDMX|-|MDMX, HDMX|BMFS6,HDMX,MDMX,MRP1|MDM4|BMFS6,HDMX,MDMX,MRP1
389	NEUROD1	0.0045511	0.00389014	0.00365861	0.00379154	0.003972848	1.28205696	1.34334981	1.30557485	1.20889821	1.284969958	-8.337345499	Downregulate	0.0000238	NM_002500	ENSG00000162992	4760	NEUROD1	protein_coding	neuronal differentiation 1	NEUROD,BETA2NEUROD,BHF-1NEUROD,NeuroDNEUROD,bHLHa3NEUROD,MODY6|NEUROD|BETA2, BHF-1, NeuroD, bHLHa3, MODY6|BETA2,BHF-1,MODY6,NEUROD,T2D,bHLHa3|NEUROD1|BETA2,BHF-1,bHLHa3,MODY6,NEUROD,T2D
